post_id,registrationNumber,body,count_comments,count_likes
5ca5c8c93d85920001708fd2,00144,bonjour tout le monde,14,31
5ca5d1123d85920001708fd7,00142,bonjour tout le monde,0,0
5ca5d1123d85920001708fd8,00142,bonjour tout le monde,1,1
5ca5d1123d85920001708fd9,00142,bonjour tout le monde,7,33
5ca5d7bd3d85920001708fdf,00115,bonjour tout le monde,8,54
5ca61a7c3d85920001708ffd,00056,bonjour tout le monde,29,47
5ca73ef13d85920001709026,00097,bonjour tout le monde,13,29
5ca758b63d8592000170902e,00138,bonjour tout le monde,2,33
5ca7b71e3d8592000170903a,00096,bonjour tout le monde,5,25
5ca89eed3d85920001709040,00095,bonjour tout le monde,3,28
5caa43203d85920001709045,00096,bonjour tout le monde,3,33
5cab63873d8592000170904b,00086,bonjour tout le monde,0,39
5cabb0f93d8592000170904c,00118,bonjour tout le monde,3,16
5cac5f573d85920001709053,00086,bonjour tout le monde,0,28
5cac72633d85920001709054,00143,bonjour tout le monde,15,31
5cac8d773d8592000170905c,00092,bonjour tout le monde,12,25
5cadf5753d8592000170906f,00142,bonjour tout le monde,4,27
5cadfba63d85920001709071,00040,bonjour tout le monde,4,22
5cae469f3d85920001709075,00118,bonjour tout le monde,3,30
5caef1233d8592000170907a,00056,bonjour tout le monde,15,26
5caf346e3d8592000170908a,00086,bonjour tout le monde,3,22
5cb045d03d85920001709093,00151,bonjour tout le monde,27,46
5cb421d73d859200017090b6,00169,bonjour tout le monde,2,15
5cb44b5c3d859200017090b9,00097,bonjour tout le monde,11,29
5cb4a8843d859200017090c4,00014,bonjour tout le monde,8,30
5cb591863d859200017090cb,00086,bonjour tout le monde,7,31
5cb5bcf63d859200017090d3,00086,bonjour tout le monde,0,1
5cb5bcf63d859200017090d4,00086,bonjour tout le monde,0,1
5cb5bcf63d859200017090d5,00086,bonjour tout le monde,0,2
5cb5bcf63d859200017090d6,00086,bonjour tout le monde,0,2
5cb5bcf63d859200017090d7,00086,bonjour tout le monde,0,4
5cb5bcf63d859200017090d8,00086,bonjour tout le monde,0,4
5cb5bcf63d859200017090d9,00086,bonjour tout le monde,0,2
5cb5bcf63d859200017090da,00086,bonjour tout le monde,0,3
5cb5bcf63d859200017090db,00086,bonjour tout le monde,0,2
5cb5bcf63d859200017090dc,00086,bonjour tout le monde,0,3
5cb5bcf63d859200017090dd,00086,bonjour tout le monde,5,36
5cb6ef153d859200017090e4,00092,bonjour tout le monde,12,24
5cb732aa3d859200017090ec,00086,bonjour tout le monde,0,29
5cb736213d859200017090ed,00138,bonjour tout le monde,5,32
5cb869423d859200017090f9,00009,bonjour tout le monde,2,37
5cb872fd3d859200017090fa,00001,bonjour tout le monde,18,42
5cb886853d85920001709104,00138,bonjour tout le monde,3,29
5cb88d783d8592000170910a,00039,bonjour tout le monde,0,1
5cb88d783d8592000170910b,00039,bonjour tout le monde,0,1
5cb88d783d8592000170910c,00039,bonjour tout le monde,0,0
5cb88d783d8592000170910d,00039,bonjour tout le monde,0,2
5cb88d783d8592000170910e,00039,bonjour tout le monde,5,30
5cb8972d3d85920001709113,00094,bonjour tout le monde,3,31
5cb8b7313d85920001709119,00037,bonjour tout le monde,3,31
5cb8d7ee3d8592000170911f,00007,bonjour tout le monde,6,32
5cb992ba3d85920001709129,00092,bonjour tout le monde,5,22
5cb9b46c3d8592000170912b,00086,bonjour tout le monde,0,18
5cb9cab33d8592000170912d,00148,bonjour tout le monde,5,34
5cb9f56d3d85920001709134,00132,bonjour tout le monde,0,1
5cb9f56d3d85920001709135,00132,bonjour tout le monde,0,2
5cb9f56d3d85920001709136,00132,bonjour tout le monde,0,0
5cb9f56d3d85920001709137,00132,bonjour tout le monde,0,1
5cb9f56d3d85920001709138,00132,bonjour tout le monde,9,46
5cbec1643d8592000170914d,00040,bonjour tout le monde,13,37
5cc07bd23d8592000170915f,00025,bonjour tout le monde,1,30
5cc0ef753d85920001709161,00174,bonjour tout le monde,0,15
5cc1886f68e82900015ad540,00139,bonjour tout le monde,29,36
5cc1f1b768e82900015ad557,00126,bonjour tout le monde,16,28
5cc212df68e82900015ad55f,00018,bonjour tout le monde,25,36
5cc2f0d668e82900015ad57b,00062,bonjour tout le monde,3,13
5cc6c46068e82900015ad58a,00114,bonjour tout le monde,29,41
5cc7f8b268e82900015ad5a5,00118,bonjour tout le monde,0,14
5cc84bf568e82900015ad5a9,00086,bonjour tout le monde,3,17
5cc8780468e82900015ad5ac,00071,bonjour tout le monde,5,24
5ccad96268e82900015ad5b4,00026,bonjour tout le monde,10,30
5ccaff6f68e82900015ad5bd,00064,bonjour tout le monde,18,35
5ccbff3268e82900015ad5cf,00181,bonjour tout le monde,0,0
5ccbff3268e82900015ad5d0,00181,bonjour tout le monde,0,0
5ccbff3268e82900015ad5d1,00181,bonjour tout le monde,0,0
5ccbff3268e82900015ad5d2,00181,bonjour tout le monde,6,27
5ccc0e7268e82900015ad5dd,00003,bonjour tout le monde,9,26
5ccc14fe68e82900015ad5e3,00126,bonjour tout le monde,2,24
5ccc591968e82900015ad5ee,00086,bonjour tout le monde,14,24
5ccc5e2c68e82900015ad5f1,00118,bonjour tout le monde,1,3
5ccc874768e82900015ad5ff,00010,bonjour tout le monde,0,25
5ccf6c8c68e82900015ad604,00032,bonjour tout le monde,6,37
5ccf6e4a68e82900015ad605,00096,bonjour tout le monde,11,35
5cd0215b68e82900015ad614,00142,bonjour tout le monde,3,24
5cd0498068e82900015ad617,00024,bonjour tout le monde,16,39
5cd142f368e82900015ad627,00079,bonjour tout le monde,0,37
5cd1825768e82900015ad62b,00002,bonjour tout le monde,0,37
5cd1ef9068e82900015ad62d,00079,bonjour tout le monde,1,36
5cd1fef868e82900015ad62f,00152,bonjour tout le monde,0,14
5cd2efd268e82900015ad631,00033,bonjour tout le monde,12,39
5cd42f6168e82900015ad63a,00067,bonjour tout le monde,10,44
5cd58bf568e82900015ad649,00144,bonjour tout le monde,9,18
5cd58dd668e82900015ad64a,00125,bonjour tout le monde,1,17
5cd989d168e82900015ad652,00181,bonjour tout le monde,0,0
5cd989d168e82900015ad653,00181,bonjour tout le monde,0,0
5cd989d168e82900015ad654,00181,bonjour tout le monde,11,30
5cd9c71c68e82900015ad658,00138,bonjour tout le monde,0,35
5cda790768e82900015ad65f,00118,bonjour tout le monde,35,47
5cdb3ff968e82900015ad686,00096,bonjour tout le monde,0,37
5cdbd86a68e82900015ad689,00125,bonjour tout le monde,6,18
5cdbd99668e82900015ad68a,00125,bonjour tout le monde,1,8
5cdbf34368e82900015ad68e,00118,bonjour tout le monde,14,25
5cdf22ba68e82900015ad6a4,00011,bonjour tout le monde,0,36
5cdf233868e82900015ad6a5,00079,bonjour tout le monde,1,44
5cdf35d568e82900015ad6a6,00011,bonjour tout le monde,0,4
5cdf35d568e82900015ad6a7,00011,bonjour tout le monde,1,0
5cdf35d568e82900015ad6a8,00011,bonjour tout le monde,1,32
5ce3f33668e82900015ad6ab,00104,bonjour tout le monde,11,21
5ce3fe0868e82900015ad6ad,00086,bonjour tout le monde,3,44
5ce66b1668e82900015ad6b9,00132,bonjour tout le monde,0,1
5ce66b1668e82900015ad6ba,00132,bonjour tout le monde,0,1
5ce66b1668e82900015ad6bb,00132,bonjour tout le monde,0,2
5ce66b1668e82900015ad6bc,00132,bonjour tout le monde,29,44
5ce6b29868e82900015ad6d4,00064,bonjour tout le monde,4,27
5ce6ef1368e82900015ad6da,00052,bonjour tout le monde,3,37
5ce7388768e82900015ad6dd,00039,bonjour tout le monde,13,25
5ce7a95d68e82900015ad6e4,00009,bonjour tout le monde,0,24
5ce7f68d68e82900015ad6f1,00003,bonjour tout le monde,9,40
5ce8058968e82900015ad6f7,00026,bonjour tout le monde,4,32
5cebc45b68e82900015ad702,00062,bonjour tout le monde,9,21
5cebc84268e82900015ad703,00070,bonjour tout le monde,11,35
5ced114e68e82900015ad716,00052,bonjour tout le monde,2,22
5cee813568e82900015ad71b,00086,bonjour tout le monde,0,15
5cee859b68e82900015ad71c,00071,bonjour tout le monde,0,14
5cee951d68e82900015ad71d,00095,bonjour tout le monde,0,0
5cee951d68e82900015ad71e,00095,bonjour tout le monde,0,0
5cf0fa2168e82900015ad722,00064,bonjour tout le monde,6,25
5cf4f25868e82900015ad730,00095,bonjour tout le monde,0,0
5cf4f25868e82900015ad731,00095,bonjour tout le monde,15,32
5cf524f468e82900015ad736,00086,bonjour tout le monde,1,23
5cf5258868e82900015ad737,00040,bonjour tout le monde,4,13
5cf633ac68e82900015ad740,00003,bonjour tout le monde,10,46
5cf639d868e82900015ad747,00142,bonjour tout le monde,3,28
5cf765c668e82900015ad754,00174,bonjour tout le monde,31,1
5cfa7cf968e82900015ad76d,00086,bonjour tout le monde,0,7
5cfe5b7e68e82900015ad77b,00086,bonjour tout le monde,0,2
5cfe5b7e68e82900015ad77c,00086,bonjour tout le monde,0,4
5cfe5b7e68e82900015ad77d,00086,bonjour tout le monde,0,3
5cfe5b7e68e82900015ad77e,00086,bonjour tout le monde,0,3
5cfe5b7e68e82900015ad77f,00086,bonjour tout le monde,0,2
5cfe5b7e68e82900015ad780,00086,bonjour tout le monde,0,3
5cfe5b7e68e82900015ad781,00086,bonjour tout le monde,0,5
5cfe5b7e68e82900015ad782,00086,bonjour tout le monde,0,1
5cfe5b7e68e82900015ad783,00086,bonjour tout le monde,0,3
5cfe5b7e68e82900015ad784,00086,bonjour tout le monde,1,2
5cfe5b7e68e82900015ad785,00086,bonjour tout le monde,0,2
5cfe5b7e68e82900015ad786,00086,bonjour tout le monde,1,4
5cfe5b7e68e82900015ad787,00086,bonjour tout le monde,0,1
5cfe5b7e68e82900015ad788,00086,bonjour tout le monde,2,31
5cfe639068e82900015ad78a,00007,bonjour tout le monde,0,0
5cfe639068e82900015ad78b,00007,bonjour tout le monde,0,0
5cfe639068e82900015ad78c,00007,bonjour tout le monde,0,0
5cfe639068e82900015ad78d,00007,bonjour tout le monde,0,0
5cfe695e68e82900015ad78f,00007,bonjour tout le monde,0,2
5cfe695e68e82900015ad790,00007,bonjour tout le monde,0,4
5cfe695e68e82900015ad791,00007,bonjour tout le monde,0,2
5cfe695e68e82900015ad792,00007,bonjour tout le monde,0,2
5cfe695e68e82900015ad793,00007,bonjour tout le monde,0,2
5cfe695e68e82900015ad794,00007,bonjour tout le monde,3,28
5d02402f3bdd45000151eb01,00176,bonjour tout le monde,3,13
5d035dcb3bdd45000151eb05,00067,bonjour tout le monde,2,19
5d03bb893bdd45000151eb08,00003,bonjour tout le monde,9,18
5d03bc353bdd45000151eb09,00003,bonjour tout le monde,7,21
5d03d3dd3bdd45000151eb0c,00079,bonjour tout le monde,0,1
5d03d3dd3bdd45000151eb0d,00079,bonjour tout le monde,0,1
5d03d3dd3bdd45000151eb0e,00079,bonjour tout le monde,0,1
5d03d3dd3bdd45000151eb0f,00079,bonjour tout le monde,2,33
5d03fd993bdd45000151eb13,00012,bonjour tout le monde,0,0
5d03fd993bdd45000151eb14,00012,bonjour tout le monde,0,0
5d03fd993bdd45000151eb15,00012,bonjour tout le monde,0,0
5d03fd993bdd45000151eb16,00012,bonjour tout le monde,0,0
5d03fd993bdd45000151eb17,00012,bonjour tout le monde,0,0
5d03fd993bdd45000151eb18,00012,bonjour tout le monde,2,30
5d0400343bdd45000151eb19,00148,bonjour tout le monde,1,30
5d076f163bdd45000151eb2b,00054,bonjour tout le monde,16,45
5d07cc7e3bdd45000151eb37,00039,bonjour tout le monde,12,39
5d08a71d3bdd45000151eb47,00139,bonjour tout le monde,20,31
5d08b13d3bdd45000151eb4e,00127,bonjour tout le monde,0,2
5d08b13d3bdd45000151eb4f,00127,bonjour tout le monde,0,3
5d08b13d3bdd45000151eb50,00127,bonjour tout le monde,0,3
5d08bd993bdd45000151eb59,00062,bonjour tout le monde,4,14
5d08cc273bdd45000151eb62,00036,bonjour tout le monde,8,18
5d08e9873bdd45000151eb66,00178,bonjour tout le monde,3,31
5d090fd23bdd45000151eb6c,00141,bonjour tout le monde,0,1
5d090fd23bdd45000151eb6d,00141,bonjour tout le monde,0,3
5d090fd23bdd45000151eb6e,00141,bonjour tout le monde,1,8
5d090fd23bdd45000151eb6f,00141,bonjour tout le monde,6,24
5d092ef33bdd45000151eb78,00057,bonjour tout le monde,12,42
5d0a14c03bdd45000151eb8c,00138,bonjour tout le monde,24,38
5d0a20bc3bdd45000151eb96,00066,bonjour tout le monde,0,10
5d0b3fbb3bdd45000151eba3,00099,bonjour tout le monde,1,25
5d0b87333bdd45000151ebb6,00092,bonjour tout le monde,0,7
5d0b8cb13bdd45000151ebb7,00039,bonjour tout le monde,18,48
5d0b92ba3bdd45000151ebbf,00086,bonjour tout le monde,0,18
5d0ce2f93bdd45000151ebd3,00038,bonjour tout le monde,12,38
5d0d27a53bdd45000151ebdf,00125,bonjour tout le monde,0,14
5d107f5a3bdd45000151ebe5,00003,bonjour tout le monde,4,31
5d10ca413bdd45000151ebeb,00094,bonjour tout le monde,1,23
5d10e5283bdd45000151ebef,00066,bonjour tout le monde,9,35
5d10f52b3bdd45000151ebf9,00086,bonjour tout le monde,1,12
5d11a1b93bdd45000151ebfd,00002,bonjour tout le monde,2,27
5d11eb743bdd45000151ec00,00176,bonjour tout le monde,5,17
5d121eb43bdd45000151ec05,00142,bonjour tout le monde,0,18
5d123cc23bdd45000151ec0a,00003,bonjour tout le monde,12,27
5d124f233bdd45000151ec0e,00142,bonjour tout le monde,15,36
5d1375763bdd45000151ec2e,00094,bonjour tout le monde,1,21
5d137a213bdd45000151ec31,00056,bonjour tout le monde,11,32
5d137f383bdd45000151ec39,00012,bonjour tout le monde,18,36
5d1492153bdd45000151ec50,00177,bonjour tout le monde,4,34
5d14f5313bdd45000151ec60,00161,bonjour tout le monde,27,39
5d150c1e3bdd45000151ec66,00011,bonjour tout le monde,5,25
5d15bf3f3bdd45000151ec6d,00012,bonjour tout le monde,0,11
5d1628633bdd45000151ec7b,00199,bonjour tout le monde,1,24
5d19e0663bdd45000151ec86,00127,bonjour tout le monde,0,0
5d19e0663bdd45000151ec87,00127,bonjour tout le monde,0,0
5d19e0663bdd45000151ec88,00127,bonjour tout le monde,0,0
5d1b5a8e3bdd45000151ec8e,00052,bonjour tout le monde,0,16
5d1b64f93bdd45000151ec8f,00018,bonjour tout le monde,9,39
5d1b95823bdd45000151ec96,00132,bonjour tout le monde,9,33
5d1bcf5a3bdd45000151ec9b,nan,bonjour tout le monde,0,8
5d1bcf5a3bdd45000151ec9c,nan,bonjour tout le monde,0,5
5d1bcf5a3bdd45000151ec9d,nan,bonjour tout le monde,0,7
5d1bcf5a3bdd45000151ec9e,nan,bonjour tout le monde,0,4
5d1bcf5a3bdd45000151ec9f,nan,bonjour tout le monde,0,2
5d1bcf5a3bdd45000151eca0,nan,bonjour tout le monde,0,2
5d1bcf5a3bdd45000151eca1,nan,bonjour tout le monde,0,5
5d1bcf5a3bdd45000151eca2,00118,bonjour tout le monde,2,38
5d1c7f7f3bdd45000151eca8,00086,bonjour tout le monde,5,6
5d1c98b23bdd45000151ecae,00144,bonjour tout le monde,4,36
5d1c9bde3bdd45000151ecaf,00079,bonjour tout le monde,15,46
5d1dd63e3bdd45000151ecc4,00086,bonjour tout le monde,0,7
5d1f09423bdd45000151eccf,00198,bonjour tout le monde,3,25
5d1f29283bdd45000151ecd2,00125,bonjour tout le monde,1,21
5d1f306c3bdd45000151ecd3,00003,bonjour tout le monde,2,25
5d1f793c3bdd45000151ecd7,nan,bonjour tout le monde,0,2
5d1f793c3bdd45000151ecd8,nan,bonjour tout le monde,0,3
5d1f793c3bdd45000151ecd9,nan,bonjour tout le monde,0,2
5d1f793c3bdd45000151ecda,00056,bonjour tout le monde,21,42
5d230f583bdd45000151ecea,00199,bonjour tout le monde,1,20
5d247f683bdd45000151ecf5,00096,bonjour tout le monde,20,40
5d249c123bdd45000151ecfd,00064,bonjour tout le monde,0,26
5d249e023bdd45000151ed02,00024,bonjour tout le monde,26,40
5d26073e3bdd45000151ed2b,00037,bonjour tout le monde,17,29
5d26f84a3bdd45000151ed38,00199,bonjour tout le monde,4,21
5d27545a3bdd45000151ed46,00052,bonjour tout le monde,1,21
5d2884393bdd45000151ed4b,00086,bonjour tout le monde,2,20
5d2c90183bdd45000151ed4e,00037,bonjour tout le monde,17,39
5d2d9c693bdd45000151ed62,00051,bonjour tout le monde,27,51
5d2dde603bdd45000151ed76,00003,bonjour tout le monde,7,29
5d2de1553bdd45000151ed78,00003,bonjour tout le monde,11,33
5d2ee8cc3bdd45000151ed8d,00095,bonjour tout le monde,20,22
5d2ef8d33bdd45000151ed96,00071,bonjour tout le monde,4,31
5d3022773bdd45000151edac,00064,bonjour tout le monde,24,43
5d3025933bdd45000151edae,00003,bonjour tout le monde,3,25
5d3089243bdd45000151edc8,00181,bonjour tout le monde,14,37
5d30abef3bdd45000151edd4,00051,bonjour tout le monde,0,0
5d30abef3bdd45000151edd5,00051,bonjour tout le monde,0,0
5d30ac343bdd45000151edd7,00051,bonjour tout le monde,0,1
5d30ac343bdd45000151edd8,00051,bonjour tout le monde,0,1
5d30ac343bdd45000151edd9,00051,bonjour tout le monde,8,40
5d3172ab3bdd45000151ede4,00144,bonjour tout le monde,7,31
5d31a92d3bdd45000151edef,00183,bonjour tout le monde,18,28
5d31b8b43bdd45000151edf6,00152,bonjour tout le monde,0,11
5d35cfdf3bdd45000151ee06,00199,bonjour tout le monde,0,0
5d35cfdf3bdd45000151ee07,00199,bonjour tout le monde,18,45
5d35f5403bdd45000151ee11,00051,bonjour tout le monde,4,28
5d362090c9201e0001b7a18d,00152,bonjour tout le monde,0,6
5d36cc91c9201e0001b7a192,00086,bonjour tout le monde,1,5
5d3738eec9201e0001b7a1aa,00057,bonjour tout le monde,35,61
5d380f87c9201e0001b7a1c3,00144,bonjour tout le monde,0,4
5d380f87c9201e0001b7a1c4,00144,bonjour tout le monde,0,4
5d380f87c9201e0001b7a1c5,00144,bonjour tout le monde,0,4
5d380f87c9201e0001b7a1c6,00144,bonjour tout le monde,3,6
5d380f87c9201e0001b7a1c7,00144,bonjour tout le monde,0,3
5d380f87c9201e0001b7a1c8,00144,bonjour tout le monde,5,46
5d384214c9201e0001b7a1df,00086,bonjour tout le monde,18,36
5d38593ac9201e0001b7a1e7,00039,bonjour tout le monde,10,42
5d38768fc9201e0001b7a1f6,00086,bonjour tout le monde,0,22
5d39d3adc9201e0001b7a200,00026,bonjour tout le monde,6,32
5d3e265cc9201e0001b7a209,00001,bonjour tout le monde,0,0
5d3e265cc9201e0001b7a20a,00001,bonjour tout le monde,0,0
5d3e265cc9201e0001b7a20b,00001,bonjour tout le monde,0,0
5d3e265cc9201e0001b7a20c,00001,bonjour tout le monde,0,0
5d3e26a8c9201e0001b7a20e,00001,bonjour tout le monde,0,0
5d3e26a8c9201e0001b7a20f,00001,bonjour tout le monde,0,0
5d3e26a8c9201e0001b7a210,00001,bonjour tout le monde,0,0
5d3e2819c9201e0001b7a212,nan,bonjour tout le monde,0,5
5d3e2819c9201e0001b7a213,nan,bonjour tout le monde,0,3
5d3e2819c9201e0001b7a214,nan,bonjour tout le monde,1,4
5d3e2819c9201e0001b7a215,00001,bonjour tout le monde,21,45
5d3eb410c9201e0001b7a21c,00097,bonjour tout le monde,7,33
5d3eed32c9201e0001b7a22c,00086,bonjour tout le monde,0,22
5d3f15adc9201e0001b7a234,00125,bonjour tout le monde,6,36
5d400c22c9201e0001b7a236,00001,bonjour tout le monde,40,56
5d41a9b6c9201e0001b7a268,00138,bonjour tout le monde,5,31
5d42c0cfc9201e0001b7a26e,nan,bonjour tout le monde,0,1
5d42c0cfc9201e0001b7a26f,nan,bonjour tout le monde,0,0
5d42c0cfc9201e0001b7a270,nan,bonjour tout le monde,0,0
5d42c0cfc9201e0001b7a271,00129,bonjour tout le monde,7,33
5d482599c9201e0001b7a281,00064,bonjour tout le monde,18,38
5d492ccec9201e0001b7a291,00011,bonjour tout le monde,1,37
5d494426c9201e0001b7a295,00176,bonjour tout le monde,3,28
5d49507ac9201e0001b7a29b,00139,bonjour tout le monde,35,37
5d495bb3c9201e0001b7a2a8,00051,bonjour tout le monde,7,32
5d4c332fc9201e0001b7a2c4,00150,bonjour tout le monde,6,34
5d4c33dbc9201e0001b7a2c5,00057,bonjour tout le monde,0,32
5d4d601ec9201e0001b7a2ce,00086,bonjour tout le monde,3,36
5d4d6e84c9201e0001b7a2cf,00127,bonjour tout le monde,25,33
5d526fa1c9201e0001b7a2e6,00086,bonjour tout le monde,5,38
5d52b7d6c9201e0001b7a2f2,00086,bonjour tout le monde,0,20
5d53ffb6c9201e0001b7a2f4,00086,bonjour tout le monde,0,14
5d5406dec9201e0001b7a2f5,00056,bonjour tout le monde,12,36
5d5577c8c9201e0001b7a303,00051,bonjour tout le monde,8,29
5d558c77c9201e0001b7a308,00092,bonjour tout le monde,12,32
5d56d2f7c9201e0001b7a319,nan,bonjour tout le monde,0,2
5d56d2f7c9201e0001b7a31a,nan,bonjour tout le monde,0,1
5d56d2f7c9201e0001b7a31b,nan,bonjour tout le monde,0,1
5d56d2f7c9201e0001b7a31c,00056,bonjour tout le monde,9,26
5d5a71e6c9201e0001b7a329,00097,bonjour tout le monde,7,29
5d5aa334c9201e0001b7a32f,00086,bonjour tout le monde,0,17
5d5bfceec9201e0001b7a331,00086,bonjour tout le monde,0,14
5d5d9e60c9201e0001b7a332,00213,bonjour tout le monde,3,36
5d5eb25d681f3400018e4de7,00052,bonjour tout le monde,8,42
5d5feb03681f3400018e4dee,00178,bonjour tout le monde,24,34
5d6641e4681f3400018e4e0f,00058,bonjour tout le monde,0,1
5d6641e4681f3400018e4e10,00058,bonjour tout le monde,0,2
5d6641e4681f3400018e4e11,00058,bonjour tout le monde,0,1
5d6641e4681f3400018e4e12,00058,bonjour tout le monde,0,2
5d6641e4681f3400018e4e13,00058,bonjour tout le monde,12,25
5d6648fa681f3400018e4e14,00086,bonjour tout le monde,10,10
5d666ac1681f3400018e4e1a,00026,bonjour tout le monde,16,46
5d66d217681f3400018e4e2b,00018,bonjour tout le monde,11,60
5d67e07f681f3400018e4e3c,00142,bonjour tout le monde,0,2
5d67e07f681f3400018e4e3d,00142,bonjour tout le monde,0,1
5d67e07f681f3400018e4e3e,00142,bonjour tout le monde,0,1
5d67e07f681f3400018e4e3f,00142,bonjour tout le monde,0,3
5d67e07f681f3400018e4e40,00142,bonjour tout le monde,0,2
5d67e07f681f3400018e4e41,00142,bonjour tout le monde,0,1
5d67e07f681f3400018e4e42,00142,bonjour tout le monde,0,5
5d67e07f681f3400018e4e43,00142,bonjour tout le monde,0,2
5d67e07f681f3400018e4e44,00142,bonjour tout le monde,23,35
5d692995681f3400018e4e66,00086,bonjour tout le monde,0,30
5d6c3b34681f3400018e4e68,nan,bonjour tout le monde,0,7
5d6c3b34681f3400018e4e69,nan,bonjour tout le monde,0,4
5d6c3b34681f3400018e4e6a,00096,bonjour tout le monde,10,41
5d6cdd77681f3400018e4e71,00086,bonjour tout le monde,0,28
5d6cf8dd681f3400018e4e75,00118,bonjour tout le monde,3,9
5d6d021c681f3400018e4e77,00118,bonjour tout le monde,4,46
5d6d1327681f3400018e4e7c,00086,bonjour tout le monde,0,6
5d6d1327681f3400018e4e7d,00086,bonjour tout le monde,0,3
5d6d1327681f3400018e4e7e,00086,bonjour tout le monde,0,3
5d6d1327681f3400018e4e7f,00086,bonjour tout le monde,1,2
5d6d1327681f3400018e4e80,00086,bonjour tout le monde,0,1
5d6d1327681f3400018e4e81,00086,bonjour tout le monde,0,0
5d6d1327681f3400018e4e82,00086,bonjour tout le monde,0,1
5d6d1327681f3400018e4e83,00086,bonjour tout le monde,0,0
5d6d1327681f3400018e4e84,00086,bonjour tout le monde,0,0
5d6d1327681f3400018e4e85,00086,bonjour tout le monde,0,1
5d6d1327681f3400018e4e86,00086,bonjour tout le monde,0,38
5d6e3383681f3400018e4e92,00144,bonjour tout le monde,4,13
5d6e4e17681f3400018e4e94,00138,bonjour tout le monde,2,19
5d6e683a681f3400018e4e98,00183,bonjour tout le monde,9,30
5d6f6ded681f3400018e4ea0,00132,bonjour tout le monde,13,42
5d6f8370681f3400018e4eab,00086,bonjour tout le monde,6,10
5d6f9fd9681f3400018e4eb2,00174,bonjour tout le monde,2,19
5d7123d4681f3400018e4ebe,00199,bonjour tout le monde,0,0
5d7123d4681f3400018e4ebf,00199,bonjour tout le monde,0,0
5d7123d4681f3400018e4ec0,00199,bonjour tout le monde,0,0
5d7123d4681f3400018e4ec1,00199,bonjour tout le monde,5,6
5d713094681f3400018e4ec5,00183,bonjour tout le monde,7,22
5d72133d681f3400018e4ecf,00056,bonjour tout le monde,5,28
5d721e20681f3400018e4ed4,00066,bonjour tout le monde,0,1
5d721e20681f3400018e4ed5,00066,bonjour tout le monde,0,1
5d721e20681f3400018e4ed6,00066,bonjour tout le monde,3,1
5d721e20681f3400018e4ed7,00066,bonjour tout le monde,8,20
5d723228681f3400018e4edf,00066,bonjour tout le monde,2,28
5d72580e681f3400018e4ee2,00024,bonjour tout le monde,10,31
5d726c7c681f3400018e4ee4,00164,bonjour tout le monde,0,1
5d726c7c681f3400018e4ee5,00164,bonjour tout le monde,0,1
5d726c7c681f3400018e4ee6,00164,bonjour tout le monde,0,0
5d726c7c681f3400018e4ee7,00164,bonjour tout le monde,0,0
5d726c7c681f3400018e4ee8,00164,bonjour tout le monde,0,0
5d726c7c681f3400018e4ee9,00164,bonjour tout le monde,0,0
5d726c7c681f3400018e4eea,00164,bonjour tout le monde,0,1
5d726c7c681f3400018e4eeb,00164,bonjour tout le monde,2,30
5d7531cb681f3400018e4efd,00174,bonjour tout le monde,1,15
5d760fbe681f3400018e4f00,00125,bonjour tout le monde,0,4
5d7626cb681f3400018e4f01,00051,bonjour tout le monde,7,15
5d762955681f3400018e4f04,00129,bonjour tout le monde,8,18
5d762bfe681f3400018e4f05,00181,bonjour tout le monde,8,22
5d76333a681f3400018e4f08,00018,bonjour tout le monde,6,16
5d7634e1681f3400018e4f0c,00144,bonjour tout le monde,6,16
5d763acd681f3400018e4f0d,00092,bonjour tout le monde,8,18
5d763c8e681f3400018e4f0e,00062,bonjour tout le monde,7,20
5d777a95681f3400018e4f1f,00118,bonjour tout le monde,12,21
5d7786e8681f3400018e4f28,00213,bonjour tout le monde,2,23
5d7796d8681f3400018e4f31,00006,bonjour tout le monde,8,23
5d77c4ca681f3400018e4f3a,00062,bonjour tout le monde,6,25
5d77cdb6681f3400018e4f3d,00064,bonjour tout le monde,4,23
5d77f908681f3400018e4f41,00097,bonjour tout le monde,11,25
5d78f841681f3400018e4f5e,00004,bonjour tout le monde,6,14
5d7a07cf681f3400018e4f66,00160,bonjour tout le monde,8,25
5d7a3966681f3400018e4f6a,00010,bonjour tout le monde,0,3
5d7a3966681f3400018e4f6b,00010,bonjour tout le monde,1,2
5d7a3966681f3400018e4f6c,00010,bonjour tout le monde,2,30
5d7c2da9681f3400018e4f87,00125,bonjour tout le monde,0,9
5d7f37ed681f3400018e4f88,00118,bonjour tout le monde,0,9
5d80bd4e681f3400018e4f8b,00052,bonjour tout le monde,0,20
5d81082c681f3400018e4f8c,00096,bonjour tout le monde,0,12
5d81f691681f3400018e4f8e,00104,bonjour tout le monde,5,15
5d81f7b6681f3400018e4f91,00026,bonjour tout le monde,19,25
5d8231c9681f3400018e4f9e,00096,bonjour tout le monde,0,0
5d8231c9681f3400018e4f9f,00096,bonjour tout le monde,0,0
5d8231c9681f3400018e4fa0,00096,bonjour tout le monde,9,20
5d824703681f3400018e4fa6,00079,bonjour tout le monde,9,36
5d835069681f3400018e4fbf,00126,bonjour tout le monde,13,47
5d838148681f3400018e4fc7,nan,bonjour tout le monde,0,0
